"ELEV_MAX","ELEV_MEAN","ELEV_STD","SLOPE_MAX","SLOPE_MEAN","SLOPE_STD","TCI_MEAN","TCI_STD","SURFratio_MEAN","SURFratio_STD","TA","NP","PD","LPI","ED","FRAC_AM","FRAC_SD","PARA_AM","PARA_SD","IJI","COHESION","PR","PRD","SIEI","PLADJ","ENN_AM","ENN_SD","eucalipto_AREA_perc","flnatural_AREA_perc","matosa_AREA_perc","matosb_AREA_perc","outfolhosas_AREA_perc","pinheiro_AREA_perc","urbano_AREA_perc","DensRoadAll","DensRoad6Less","DensRoad6Plus","RoadAreaPerc","Area_06","PopRes91","PopRes01","PopResTrab91","PopResTrab01","PopAct91","PopAct01","PopResQualSec91","Analf91","Analf01","PropPopRes3C01","DensPop91","DensPop01","PropIdosos91","PropIdosos01","IDepIdosos91","IDepIdosos01","PropPopResTrab91","PropPopResTrab01","PropPopResSubTmp91","PropPopResSubTmp01","PropPopResPensRef91","PropPopResPensRef01","bio2","bio1","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","TotalBurntArea"
774,487.478,76.6035,34.0312,8.50774,6.0624,4.0366,1.99813,1.00721,0.0093992,3074.71,408,13.2695,18.1851,121.7936,1.1835,0.0537,254.1443,928.16,62.3785,98.733,30,0.9757,1.0345,93.6464,141.5686,520.8064,0,3.904645325,3.357631817,2.926052102,2.609581928,15.39776553,1.322300584,384.3025515,339.5297486,44.77280292,0.264848608,3075.95,1646,1834,646,761,667,799,99,308,260,17.8,53.5,59.6,17.5,21.3,59.8,59.1,39.2,41.5,1.7,0.9,12.3,24.6,93.521,142.938,35.708,5697.75,294.333,36.542,257.792,73.396,218.208,218.396,73.396,989.438,146.708,9.021,54.896,399.979,62.583,62.688,399.979,974
602,332.434,48.4598,45.4068,7.43275,6.81117,4.26889,2.16839,1.00691,0.0123733,5370.97,574,10.6871,17.9066,110.9483,1.1738,0.0585,230.8149,837.3109,65.3129,98.6989,44,0.8192,1.0233,94.2296,275.1714,749.1457,4.438045551,7.932595905,17.13877117,12.44114847,0.481674244,16.36913143,0.868535107,246.031736,107.0658714,138.9658646,0.302522054,5380.15,756,608,198,213,198,222,73,197,117,45.2,14.2,11.4,27,35.7,65.4,76.2,26.2,35,5.4,5.3,35.4,38.5,101.143,157.095,36.071,6067.63,318.905,43.56,275.345,90.798,237.476,237.512,83.012,686.857,94.274,5.905,51.679,269.5,45.333,45.464,263.679,1619
128,87.7143,18.6322,18.1702,7.08082,3.56567,4.09198,2.43002,1.00723,0.00510319,772.77,47,6.082,25.4629,61.6872,1.1365,0.0563,147.1848,1300.9379,58.3295,98.9259,17,2.1999,1.0625,96.3204,111.6694,431.5398,0,0,0,0.199420712,0,1.559341309,3.855895959,835.2281456,621.6106021,213.6175435,0.594556863,773.52,772,724,291,323,323,341,75,64,56,31.6,99.9,93.7,19,24.7,54.1,55.7,37.7,44.6,1.2,2.3,24.6,27.9,85.667,162,41,4133,278.556,72.667,205.889,117.667,213.333,216.222,110.222,760.556,111.222,5.222,58.222,318.889,39.889,43.444,314.778,0
1261,925.621,116.689,63.1934,22.1403,11.1202,2.91602,1.93646,1.04266,0.0335654,2701.44,210,7.7736,8.9537,114.2761,1.1846,0.0672,243.0926,924.5087,56.8595,98.5317,26,0.9624,1.04,93.9227,234.7475,683.0743,0,7.527638076,2.411173536,43.48220866,3.290577396,18.9595197,3.455327407,586.8863092,422.3046194,164.5816898,0.385694448,2708.11,201,165,77,30,52,44,1,55,59,1.8,7.4,6.1,25.9,43,57,106.3,38.3,18.2,0,4.2,43.3,57,101,103.545,37.886,5578.64,258.568,-5.159,263.727,42.182,178.205,178.205,36.114,950.114,125.091,20.136,45.659,368.818,90,90,366.5,4043
303,164.905,39.2441,25.1104,9.17733,5.21582,3.89518,2.16082,1.01001,0.00839694,1286.2,118,9.1743,29.4565,81.939,1.1502,0.0506,181.5581,1030.1195,66.6972,98.7851,19,1.4772,1.0556,95.461,227.9263,379.2303,49.7720977,0,8.114250961,4.070272856,0.255213765,13.73359403,6.005257216,748.8424052,412.662993,336.1794122,0.51913227,1287.37,1968,2134,983,1022,1004,1112,191,133,125,25.3,152.9,165.8,9.6,11.5,47.2,41.6,49.9,47.9,2.2,3.5,11.5,14.4,90.909,141.182,43.818,4035.95,251.909,46.773,205.136,97.091,191.636,193.364,89.818,1224,166.409,15.318,51.182,491.909,83.682,102.318,476.136,5755
331,261.595,34.2189,34.0519,10.2317,6.32891,3.39424,1.39627,1.01308,0.0119419,291.51,78,26.7572,11.9275,153.0651,1.1341,0.0478,338.5819,1034.3619,73.2621,96.9098,19,6.5178,1.0556,91.5355,135.9731,343.0008,10.94758074,0,0,3.786920476,2.769334992,22.26736557,20.21170631,1884.478846,967.6316582,916.8471873,1.32129529,291.67,2404,2709,1097,1361,1137,1422,179,161,159,24,823.3,927.7,5.9,8.7,54.6,38.6,45.6,50.2,1,2.5,8.9,11.3,96.2,141,43,4417.4,263.6,41.4,222.2,92.4,196.8,198.2,84.8,1209,165.2,14.8,51.2,484.2,82.4,97.6,473,303
53,18.1057,14.256,10.0623,2.26645,2.00801,5.37087,2.15223,1.00155,0.00194697,1713.53,218,12.7223,16.6895,116.5314,1.1745,0.0631,252.8698,1037.0234,61.5011,98.5502,20,1.1672,1.0526,93.6783,79.7443,550.3736,4.896819371,0.127687598,0.384223589,2.204932653,0.749294039,12.38917936,22.71794522,1394.173296,875.410843,518.7624529,1.370654634,1714.89,10930,12262,5334,6153,5645,6626,1638,444,439,40.1,615.4,690.4,8.4,10.6,43.5,39.6,48.8,50.2,1.5,1.8,11.6,13.2,80.321,149.25,45,3472,237.536,60.571,176.964,110.143,189.821,191.286,101.464,1029.29,142.071,11.714,52.071,414.464,68.357,80.536,403.143,0
826,641.217,95.177,53.9841,18.8035,11.4167,3.14579,2.08609,1.03522,0.0315557,2081.76,157,7.5417,16.9784,84.6495,1.1734,0.0711,185.372,1378.1984,53.3542,98.9597,16,0.7686,1.0667,95.3657,211.1803,483.8179,0,0.957582502,26.43752051,21.26523304,0,20.83580665,0.732804627,202.5607343,187.0743444,15.48638997,0.125001317,2082.36,236,205,167,36,156,38,4,52,50,7.3,11.3,9.8,20.8,27.3,76.1,79.8,70.8,17.6,0,0,2.5,37.1,103.414,121.448,38.448,5584.03,275.103,9.517,265.586,54.931,195.241,195.241,52.724,905.552,122.793,16.31,47.966,354.31,76.138,76.138,354.207,2583
230,181.421,23.31,20.7101,3.9405,2.64872,4.81681,2.22651,1.00221,0.00266926,3806.37,212,5.5696,19.93,58.9827,1.1822,0.0709,130.7545,1407.1331,45.7738,99.4023,20,0.5254,1.0526,96.7311,193.997,1068.8912,0.038466339,27.2668776,0.029569363,0.051288452,0.099698471,0.030877742,0.589293849,478.3098757,319.4174796,158.8923961,0.319332217,3808.46,720,689,250,245,284,272,47,171,117,19.2,18.9,18.1,24.3,29.9,65.9,75.8,34.7,35.6,2.1,3.2,32.2,34.7,98.535,166.724,39.431,5133.09,313,66.138,246.862,106.655,232.155,236,104.621,665.224,92.897,4.983,55.914,270.345,38.586,39.345,270.345,586
105,85.7156,10.0315,15.7331,3.82186,3.1881,4.91919,2.08075,1.00288,0.00318426,661.73,140,21.1567,20.0852,134.0577,1.1566,0.0546,289.665,1049.1202,67.5629,97.8748,18,2.7201,1.0588,92.7584,101.2094,337.3402,4.653566245,0,0.867282856,1.731559533,0.907866283,24.73033767,6.466292631,942.5408916,862.187142,80.3537496,0.668296111,662.27,946,943,475,388,465,401,54,104,85,19.1,142.9,142.4,18,21.7,55.3,52.6,50.2,41.1,0.4,1.3,22.3,26.5,92,153.111,44,3934,264.667,58,206.667,108.778,200.889,202.667,101.222,1000.11,139.333,11,52.667,399.889,67.444,74.444,396.778,0
738,644.277,32.4697,45.2013,10.1554,7.30595,3.81083,2.21106,1.0126,0.0167766,2835.62,262,9.2396,29.2275,111.4642,1.1988,0.0549,234.6929,710.5538,54.9451,98.964,33,1.1638,1.0313,94.1327,284.3344,924.6448,0,9.361442399,2.252239443,13.63104891,3.05615793,1.425784475,2.136739984,358.1340301,132.087045,226.0469851,0.260731483,2836.61,503,470,210,142,220,162,35,82,64,22.6,17.7,16.6,20.1,23,61.2,52.1,41.7,30.2,0.4,1.1,22.5,33.2,109.349,119.372,39,5747.95,281.698,3.07,278.628,52.907,195.884,195.884,48.14,699.233,93.14,13.767,45.535,270.977,65.674,65.674,270.721,908
612,515.304,38.4387,39.1492,12.1475,7.45691,4.2452,3.32463,1.01415,0.0157236,279.16,59,21.1348,22.5892,118.2834,1.1249,0.0508,275.1827,1099.7214,62.8425,97.3391,14,5.015,1.0769,93.1204,147.3563,555.1098,0,2.019715562,0,1.991168345,0.85284809,30.67041564,5.049288904,1283.199088,924.6539505,358.5451378,0.849437481,279.37,610,621,251,245,267,271,43,56,58,22.1,215.5,219.4,11.1,12.4,54.4,42.4,41.1,39.5,0.2,2.9,14.1,15.5,104.75,137,40.5,5288.75,284.25,28.25,256,70.5,205,205.75,70.5,1169.75,175.5,11.75,55,473.75,75.5,80,473.75,263
668,368.029,94.955,54.8783,22.4784,10.5682,3.29357,2.89976,1.04224,0.0326414,1236.46,138,11.1609,23.0448,95.2073,1.1542,0.0862,211.4747,1603.5184,73.5151,98.5194,23,1.8601,1.0455,94.7131,422.5237,468.6728,4.662127385,9.339566857,2.629649379,15.51114361,4.694363357,39.02406126,2.315348656,685.3599303,331.0232177,354.3367126,0.482905303,1236.96,628,447,284,127,147,144,15,179,131,13.2,50.8,36.1,19.7,24.6,70.2,53.6,45.2,28.4,0.3,2.9,26,30.9,104.684,140.105,40.579,5201.32,285.632,30.684,254.947,75.684,207.421,207.737,74.947,1095.63,150.842,13.579,51.842,430.789,76.737,83.684,430.789,1691
663,510.384,88.3481,44.6462,25.1103,9.21974,2.61184,1.28289,1.04432,0.024133,514.58,124,24.0973,16.2832,131.311,1.1488,0.0534,299.5453,1010.2578,66.8123,97.5756,21,4.081,1.05,92.5114,196.7664,298.4413,0,22.43998729,0.017428364,9.59721928,0,7.288929251,3.754844266,867.9549087,554.1432726,313.8116361,0.58595634,514.76,696,645,220,211,227,215,29,79,60,13.3,137.3,127.2,15.4,20.3,55.4,57.7,31.6,32.7,1.1,1.6,22,25.7,106.556,136,40.889,5242,284.333,27.444,256.889,70.333,203.778,204.333,70.333,1198.67,178.111,12.778,54.889,484.333,78.333,83.778,484.333,528
1005,756.556,103.317,38.8366,11.9848,6.48504,3.60096,1.78459,1.01259,0.0127071,3290.43,233,7.0811,22.5882,105.1048,1.191,0.0587,220.1232,808.0457,61.9246,99.0737,13,0.3951,1.0833,94.4969,122.2393,504.5872,0.004543212,0,6.869639837,36.69764569,18.58719005,8.595454739,16.57515277,946.5156248,793.854897,152.6607278,0.672884297,3292.04,1245,990,369,323,470,372,50,238,172,17.5,37.8,30.1,19.4,24.9,65.6,62.8,29.6,32.6,1.8,1.4,26.2,30.6,101.122,120.776,39.347,5356.55,269,14.959,254.041,55.857,191.143,191.49,54.959,1256.63,184.551,15.898,53.959,508.061,88.714,90.755,507.959,23090
587,398.626,78.9627,49.9641,17.9657,8.41072,2.96733,1.42248,1.02515,0.0209447,661.01,100,15.1284,15.5474,103.2662,1.1187,0.0399,230.7983,753.4845,75.8232,97.7526,22,3.3282,1.0476,94.23,373.1166,615.017,18.48447727,0.277191835,2.529375497,9.645974571,5.311839191,30.99125236,2.347091735,564.8019176,382.9172354,181.8846823,0.376403784,661.24,813,745,315,311,356,318,16,132,110,10.3,123,112.7,13.8,17,68.7,61.6,38.7,41.7,1.6,0.4,18,22.1,95.556,132,41.333,4640.33,261.111,32.667,228.444,80.333,191.667,192.667,73.889,1308,175.556,17.444,51,518.222,93.778,106,516.333,2609
114,75.9221,23.7386,15.4323,4.57874,2.59177,4.60684,1.95983,1.00311,0.0033347,602.93,111,18.4101,27.6035,118.969,1.1774,0.0598,266.1005,1147.2062,64.4089,98.6596,17,2.8196,1.0625,93.3475,179.4752,501.722,2.968873454,0,0.488214746,5.536948993,0.745517112,12.89645641,43.66388164,2293.403021,1838.241565,455.1614562,1.727885684,603.47,14797,18065,7035,8056,7599,9047,2295,664,831,36.2,2445.8,2986,8.1,10.4,40.6,37.3,47.5,44.6,2.9,4.1,12.7,14.8,86.333,143.083,45,3722.5,243.25,53.083,190.167,102.667,188.75,190.75,95.583,1211.58,165.917,15.25,51.167,482.333,83.333,101.5,474.833,0
314,197.777,38.5304,36.3924,12.8837,7.04496,3.37456,1.78545,1.01836,0.0149702,1564.94,268,17.1253,12.5238,146.5615,1.1764,0.0528,308.8553,730.3151,67.2194,98.038,28,1.7892,1.037,92.2786,174.5791,422.329,28.58777077,3.437653209,2.200428659,6.076133109,3.086703594,21.74361749,1.501708319,1295.542524,738.6524511,556.8900732,0.891299222,1566.06,962,935,339,395,384,440,73,46,43,20.3,61.4,59.7,16.3,17.4,49.6,46.1,35.2,42.2,1.5,2.2,22.9,23.9,101.042,155.292,42.25,4505.54,290.708,54.625,236.083,98.458,211.75,214.292,98.458,972.667,137.875,9.958,53.625,393.083,64.708,66.625,393.083,1788
20,5.12069,5.35418,6,1.16548,1.13605,6.12867,2.18897,1.00044,0.000629262,707.11,53,7.4953,29.6729,91.1456,1.1667,0.0701,200.1103,930.9084,54.0064,98.9746,14,1.9799,1.0769,94.9972,91.9643,452.7059,0,0,0.626875117,0,3.165297678,12.05539884,19.77186609,1230.326503,852.8885412,377.4379613,0.815971659,707.97,1359,1521,612,626,663,658,63,111,135,15.3,192.5,215.4,11,12.8,52.9,48,45,41.2,2.4,2,14,16.9,74.364,148.182,45.546,3196.64,226.182,64.727,161.455,112.636,184.727,186.455,103.727,1013.09,140.455,11,52.364,408.273,67,78.727,398.182,0
358,228.17,47.2901,33.3542,15.2947,7.06592,3.53472,2.48123,1.02066,0.0139355,358.22,68,18.9827,11.8084,119.8705,1.1321,0.0481,277.8181,1004.5708,68.1563,97.4389,16,4.4665,1.0667,93.0545,148.8863,321.7233,0,7.20794435,9.019655882,9.197492597,7.235731336,31.38818018,3.934637317,1203.387571,762.7442079,440.6433626,0.8150254,358.5,411,363,140,128,135,142,16,44,32,16.8,114.5,101.1,17,16.5,80.3,49.4,34.1,35.3,1.9,4.4,21.9,21.8,97,141.875,41.75,4623.5,270.75,40.625,230.125,90.5,200.75,201.625,83.5,1191.38,158.125,15.375,50.75,470,84.5,99,464.25,875
1990,1263.06,440.783,84.0686,33.2822,16.8659,2.64582,1.65718,1.07941,0.0599184,3622.25,115,3.1748,37.726,55.7306,1.2015,0.0657,124.696,1260.516,45.1869,99.5383,15,0.4141,1.0714,96.8826,68.6686,628.3957,0,1.187014061,0.135588029,24.08873969,0.075632268,41.77678934,23.73890608,489.0010151,207.868297,281.1327181,0.477215524,3625.08,1631,1270,642,521,657,594,96,199,104,25,46.6,36.3,16.9,21.1,54.6,48.7,39.4,41,0.6,4,28.9,29.9,77.185,97.389,33.241,5317.8,233.111,4.315,228.796,36.333,169.926,169.944,36.333,1538.61,234.648,16.333,55.926,626.593,96.167,96.167,626.593,13937
504,324.766,55.9915,31.6327,13.0242,6.13638,3.27994,1.76097,1.01519,0.0113079,394.73,57,14.4403,30.7704,106.8832,1.1623,0.0468,249.2843,836.642,69.5662,98.4245,13,3.2934,1.0833,93.7679,160.0832,450.1338,2.935022477,0,14.30193083,6.041506747,0.411004007,27.26746827,8.903405812,559.0512256,499.74664,59.30458563,0.415125095,395.06,1064,1352,487,673,499,693,43,99,97,11.2,269.4,342.3,8.7,9.8,58.3,44.3,45.8,49.8,2.5,1.6,15.3,13.7,97.25,138.75,42,4596,266.5,37.75,228.75,87.75,197,197.75,80.5,1238.25,167.25,15.75,51,491.75,86.75,100.25,486.5,726
566,300.993,48.7122,24.719,4.4758,2.86933,4.46267,1.976,1.00325,0.00366368,22194.57,779,3.5099,11.248,58.3183,1.1711,0.0623,123.496,1275.7238,59.0318,99.3303,28,0.1262,1.037,96.9126,171.0641,822.3828,0.429330266,33.75726927,7.768797075,6.038381754,0.006098696,0.560631604,0.404083458,359.6720418,220.8947983,138.7772434,0.244035753,22208.6,3591,3596,1317,1502,1525,1645,289,569,483,28.1,16.3,16.3,16.1,19.7,59.7,50.7,36.7,41.8,1.1,2.6,18.7,22.6,100.534,158.346,41.994,4669.68,296.33,59.352,236.978,111.728,217.765,222.173,103.151,579.512,90.312,2.003,64.392,261.571,22.312,23.62,252.296,3839
889,782.176,74.4687,25.3476,8.75057,4.5792,3.84104,1.6891,1.00699,0.00612418,1670.25,232,13.8901,15.1528,125.4842,1.2026,0.0569,267.8282,943.0287,52.608,98.8674,28,1.6764,1.037,93.3043,93.3391,477.2287,0.405766212,2.251405761,9.617255936,2.414905676,0.918344412,50.83116876,1.714362245,618.2603631,280.5992916,337.6610715,0.439440532,1671.09,731,579,235,154,242,171,24,126,105,21.6,43.7,34.6,21.1,25.7,77.9,72.8,32.1,26.6,0.4,0.9,26.5,28.8,94.28,120.92,37.36,5415.96,266.16,17.08,249.08,54.48,192.32,192.48,54.48,1267.68,192.6,13.68,55.88,517.68,83.52,83.92,517.68,912
788,486.302,86.9353,40.0819,14.4748,7.8903,3.50881,2.54668,1.02091,0.0158848,1405.89,96,6.8284,14.8226,110.6203,1.1799,0.075,237.074,1163.8079,59.1955,98.6456,14,0.9958,1.0769,94.0731,108.6287,459.7777,2.429924802,0.249513865,6.931098224,20.98893623,0.224704248,42.08490823,2.347698642,590.5015403,106.0942406,484.4072997,0.451693532,1406.65,753,576,195,183,210,200,51,141,92,21.5,53.5,40.9,20.2,27.8,57.2,73.5,25.9,31.8,0.8,0.7,31.6,33.5,93.773,143.909,36.318,5562.45,293.909,38.773,255.136,76.227,217.636,218.091,76.227,1024.91,152.318,9.227,55.273,416.182,64.136,64.318,416.182,8635
80,40.7238,20.0178,18.7791,5.17074,3.75897,4.52568,2.24131,1.00482,0.0045705,570.52,105,18.4043,20.5707,149.8458,1.1895,0.0759,331.5221,1263.1884,67.1945,98.2321,16,2.8045,1.0667,91.7119,82.1547,213.6029,11.72709237,0,0.568480612,1.477003307,1.388069223,37.14131456,8.288307813,1132.681856,439.8223841,692.859472,1.113737784,570.84,635,781,335,335,346,349,41,58,47,19.5,111.2,136.8,17.6,18.7,62.8,56.8,52.8,42.9,1.1,0.9,18.3,19.7,85.333,150,44.667,3694.78,248,58.222,189.778,108.333,194.222,195.667,100.111,1027.33,142.222,11.444,52.111,413.222,68.667,79.222,403.667,0
186,82.0006,29.2408,16.9742,6.28028,2.89794,4.16704,2.19429,1.00487,0.0035189,1610.96,163,10.1182,22.6765,88.8601,1.1415,0.055,193.7478,1087.5336,75.4062,98.4212,23,1.4277,1.0455,95.1563,236.2378,533.31,51.98772724,0,3.77897405,0.558888425,3.310149323,1.957343236,5.287232547,236.8040859,51.39216661,185.4119192,0.179628152,1612.41,1016,945,373,388,380,394,40,136,121,13.3,63,58.6,13.1,18.6,46.4,52.2,36.7,41.1,0.7,1.4,19.4,22.6,75.962,159.038,40.923,3714.23,259.769,76.692,183.077,119.654,204.192,207.154,112,727.615,110.385,4.308,60.269,313.423,34.039,38.769,302.885,2633
359,186.236,72.512,32.8543,12.1378,8.66278,4.00104,2.29434,1.01328,0.0159308,211.84,34,16.0498,33.1429,91.1065,1.1214,0.0501,225.642,1092.207,67.7984,98.3475,10,4.7205,1.1111,94.359,77.3085,157.8349,39.48082335,0,0,0,0,0.587023066,33.18793608,930.4477562,417.6888458,512.7589104,0.665828592,210.14,1936,2016,1005,1044,1047,1111,167,150,107,23.2,921.9,960,7.7,8.9,42.2,40.3,51.9,51.8,2.3,4.8,13.3,14.2,91.25,141.75,43.25,4183.25,256.75,47,209.75,95.75,194.25,195.5,88.5,1237,166.5,15.75,51,492.75,85.25,103.25,485.5,433
383,130.635,102.653,42.8621,13.803,9.40767,3.39549,1.64336,1.01722,0.0205437,279.58,19,6.7959,49.7139,59.0529,1.1242,0.0458,158.9527,831.2943,77.8642,98.8724,5,1.7884,1.25,96.0262,83.1022,90.3582,0,0,0,49.92435708,0,23.40515288,6.388071039,1089.725245,938.0317628,151.6934826,0.689974002,279.94,312,328,99,108,103,120,26,28,21,20.1,111.4,117.1,11.9,14.3,60.8,49.8,31.7,32.9,0.3,1.8,13.5,19.5,72.5,140,42,3568.17,233,62.833,170.167,100,184.833,186.167,95.333,1354.67,188.5,18.667,51.667,542.167,94.5,117.5,542.167,798
380,125.691,71.5034,41.6571,8.36139,6.62039,4.03371,2.0293,1.01056,0.0135293,4317.1,447,10.3542,33.8512,99.8008,1.1986,0.0555,209.8492,824.8772,65.1538,99.0692,22,0.5096,1.0476,94.7538,214.6983,509.0005,55.59193036,0,0.781533929,2.705061551,0.442047206,13.57739465,3.906517278,633.4582633,587.6820061,45.77625715,0.436823155,4320.2,4754,5006,2468,2415,2521,2512,388,376,345,22,110,115.9,11.8,15.3,46.8,45.3,51.9,48.2,1.1,2.4,14.4,18.3,91.841,149.19,43.476,4058.54,261.238,52.381,208.857,103.635,198.683,200.46,95.508,1060,147.873,11.746,52.333,425.952,70.794,80.444,417.476,4390
1268,1019.83,69.9624,38.9655,11.0653,7.35216,3.73754,2.06203,1.01255,0.0136428,1979.01,180,9.0955,22.6568,109.8681,1.2039,0.0567,235.5319,889.9752,56.4701,98.9752,19,0.9601,1.0556,94.1117,107.7635,363.6326,0,10.30040828,1.390001332,33.77637789,0.31062326,8.68587214,10.00237105,841.2381014,653.7064886,187.5316128,0.544194614,1980.31,1990,1817,788,764,864,842,181,187,185,35.9,100.5,91.8,12.1,17.1,52.3,50.4,39.6,42,1.3,0.5,14.1,20.3,84.871,101.903,36.871,5014.71,235.581,7.355,228.226,42.452,168.71,169,42.452,1370.35,182.065,25.226,48.903,537.516,115.935,118.806,537.516,900
823,418.113,169.729,56.929,21.2245,11.5648,3.09105,1.99237,1.03731,0.0315866,2147.08,257,11.9697,12.2366,112.5389,1.1791,0.0534,240.8853,798.763,60.6554,98.6171,22,1.0246,1.0476,93.9779,156.6914,549.6073,26.1468455,0.55191842,0.924498109,0.632551337,0.228459934,32.21702131,9.610146254,1041.251352,657.7417002,383.5096517,0.702884783,2148.75,7389,7625,3242,3441,3371,3645,712,576,513,25.9,343.8,354.8,11,13.2,51.2,42.8,43.9,45.1,0.9,1.9,14.2,16.9,90.273,132.636,41.909,4257.88,249.667,36.879,212.788,86.364,186,187.758,78.394,1268.76,180.091,15.212,52.546,511.697,86.424,95.333,503.212,1961
270,115.318,58.5084,43.2507,12.3354,8.42344,3.66821,2.09035,1.01521,0.017135,441.44,78,17.6694,26.5767,111.4308,1.1382,0.0541,248.6408,1219.9781,69.7001,97.9901,19,4.3041,1.0556,93.784,207.6402,307.7098,37.18275396,0,0.579149562,0.410137044,0.013521001,11.54468173,8.524991407,823.5185463,342.4255503,481.092996,0.59209705,441.76,934,1033,432,536,446,564,45,90,76,13.6,211.3,233.7,8.1,8.8,55.1,41.7,46.3,51.9,1.6,1.9,12.4,12.5,86,142.429,43.714,3912.57,248.571,53.143,195.429,100,191.286,192.857,93.143,1253.57,169.857,15.429,51.429,497.429,84.714,104.429,497,135
621,296.44,78.6565,41.239,10.0279,6.35074,3.94809,2.70258,1.01183,0.0123196,3243.77,330,10.1733,8.7266,118.686,1.1727,0.0617,249.9129,932.2545,60.6407,98.3456,28,0.8632,1.037,93.7522,177.627,447.9053,0,13.19092483,0.818378004,33.37450682,0.62493202,6.672194965,7.969728523,502.6243151,19.16328368,483.4610315,0.457838796,3245,8189,11186,3308,4939,3577,5494,1574,575,651,39.5,252.4,344.7,8.8,11.8,47.9,42.6,40.4,44.2,1.1,2.3,10.7,14.8,107.915,143,39.106,5661.38,298.574,27.021,271.553,73.192,216.872,216.872,71.702,794.936,111.362,10.532,50.511,311.83,57.894,57.894,311.83,6662
719,363.963,158.768,61.7295,27.1609,11.6603,2.81646,2.5354,1.05677,0.0344598,1157.27,167,14.4305,13.1179,108.8424,1.1385,0.0514,239.2009,1041.4567,70.8575,97.8512,28,2.4195,1.037,94.02,360.9674,555.5932,0,7.362548418,6.637403282,3.67050899,6.45568639,32.31115821,1.563109765,849.642447,662.9974173,186.6450297,0.549566091,1157.78,514,483,207,152,164,182,7,57,72,10.4,44.5,41.8,29.8,31.1,89.7,89.4,40.3,31.5,0.2,1,32.5,32.5,107.333,142.167,40.5,5387.39,293.056,30.722,262.333,75.556,211.556,212.111,74.278,1075.72,160.778,10.722,55.222,434.222,69.222,73,434.222,657
825,489.93,93.4605,46.0903,11.4703,7.66049,3.61783,2.04206,1.0146,0.0149823,8687.14,811,9.3356,7.7207,96.7798,1.1564,0.0517,200.2984,939.4313,69.0382,98.5463,57,0.6561,1.0179,94.9925,282.3889,763.5691,24.95878027,25.09580923,7.508131042,9.266898861,0.615826957,3.809496833,1.568947135,341.2271476,338.7115825,2.51556505,0.205651389,8693.95,2096,2055,747,805,778,894,112,536,456,17,24,23.5,18.8,26.3,55,59.1,35.6,39.2,1.5,2.5,24.5,32.6,99.76,155.504,37.636,5651.16,312.938,51.171,261.767,96.806,229.171,232.543,88.674,760.868,105.271,6.372,53.915,304.922,47.442,48.473,303.24,0
297,173.399,58.934,32.871,12.9529,8.35585,3.50907,1.50791,1.01509,0.0163762,157.66,26,16.4912,26.2337,76.9377,1.1025,0.0486,197.5136,1330.2464,71.7231,98.1708,11,6.977,1.1,95.0622,57.0643,155.0004,49.11353234,0,0,1.23587782,0,5.56145019,5.744309663,692.3845045,265.2158848,427.1686197,0.505809111,157.88,253,270,110,135,111,145,6,28,22,14.1,160.1,170.9,8.3,10,46.2,45.2,43.5,50,0.8,1.9,15.8,13.3,86,139.5,43,3954,247,49.5,197.5,97,189,190.5,89.5,1283.5,174,16,51,510.5,88,106.5,509.5,0
76,28.137,20.6762,21.3197,4.60736,2.85559,4.65735,2.41529,1.0029,0.0036368,670.39,109,16.2592,6.2322,115.9325,1.1264,0.0731,257.2234,1378.605,74.8436,97.4292,24,3.58,1.0435,93.5694,235.549,428.4803,8.784116636,2.740407382,1.09320035,4.061728131,0,13.40429535,20.91004898,1599.501588,466.9054851,1132.596103,1.820097245,669.49,1894,1576,817,691,910,763,156,277,201,27.8,283.1,235.6,10.1,15.9,39.5,44.2,43.1,43.8,2.2,4,17.6,23,83.333,169.167,41,4076.75,284.167,83.667,200.5,126.667,219.167,223.833,119.333,676.083,101.75,3,63.5,302.5,27.75,30.833,291.167,0
865,657.211,99.3436,35.3217,16.029,6.25526,3.04982,1.5046,1.01956,0.0123497,539.68,74,13.7118,14.1399,98.4658,1.1371,0.0434,236.0288,1059.928,68.4066,98.0448,19,3.5206,1.0556,94.0993,191.2386,559.4339,0,1.567337297,4.162951243,0.849205132,0,20.47692026,3.895267017,1160.218536,926.2183343,234.0002013,0.746449661,539.96,1003,919,302,347,326,335,30,180,143,11.1,188.2,172.4,13.5,19.3,58.5,59,30.1,37.8,0.5,1.1,19.9,22.2,100.875,127.625,39.875,5232.63,272.75,22.375,250.375,63.125,196,196.5,63.125,1275.13,191.625,13.75,55.125,518.5,84.125,87,518.5,654
